X1,X2,Y
0.207203043,0,0
0.800501816,0,1
0.195976798,0,0
0.866894328,0,1
0.020830987,0,0
0.68576365,1,0
0.000562108,0,0
0.697394289,1,0
0.871730165,0,1
0.633303093,1,0
0.045082695,0,0
0.076921832,0,0
0.991960319,0,1
0.22424324,0,0
0.957890201,0,1
0.198526896,0,0
0.522797534,1,0
0.96332873,0,1
0.520919205,1,0
0.05074102,0,0
0.247214274,0,0
0.237161436,0,0
0.872340806,0,1
0.000357581,0,0
0.642156516,1,0
0.798061094,1,1
0.546729354,1,0
0.25229529,0,1
0.960361785,0,1
0.855091988,0,1
0.039996271,0,0
0.441798386,0,1
0.038986588,0,0
0.516247227,1,0
0.204347711,0,0
0.895991829,0,1
0.132187305,0,0
0.682177274,1,0
0.313307495,0,1
0.784062634,1,1
0.529610299,1,0
0.315008064,0,1
0.28927366,0,1
0.638139511,1,0
0.23685768,0,0
0.703003354,1,0
0.029901495,0,0
0.801766113,0,1
0.792824363,1,1
0.586070564,1,0
0.888859903,0,1
0.918318107,0,1
0.584070559,1,0
0.739292147,1,0
0.164108786,0,0
0.141547227,0,0
0.818939338,0,1
0.564582856,1,0
0.321007728,0,1
0.171636448,0,0
0.480615802,0,1
0.41060947,0,1
0.560741638,1,0
0.863647758,0,1
0.874527804,0,1
0.758603072,1,1
0.51069102,1,0
0.407506559,0,1
0.487426236,0,1
0.381009322,0,1
0.475373045,0,1
0.760009797,1,1
0.582754251,1,0
0.373225665,0,1
0.662714481,1,0
0.779514365,1,1
0.236334431,0,0
0.313879432,0,1
0.411713837,0,1
0.795477721,1,1
0.168413361,0,0
0.543768232,1,0
0.069423744,0,0
0.443678428,0,1
0.273663922,0,1
0.581696114,1,0
0.506921328,1,0
0.485366143,0,1
0.63329854,1,0
0.797224664,1,1
0.5789697,1,0
0.433633491,0,1
0.135978475,0,0
0.085514456,0,0
0.431118752,0,1
0.428214325,0,1
0.442190579,0,1
0.146412263,0,0
0.665586605,1,0
0.938555586,0,1
0.068991219,0,0
0.07714237,0,0
0.88275688,0,1
0.459963031,0,1
0.370772526,0,1
0.747045363,1,0
0.171093815,0,0
0.947983256,0,1
0.846754228,0,1
0.50838418,1,0
0.244955243,0,0
0.192755454,0,0
0.164190977,0,0
0.011806202,0,0
0.078759111,0,0
0.337136326,0,1
0.907030406,0,1
0.510989925,1,0
0.328990623,0,1
0.453175752,0,1
0.628271599,1,0
0.375063741,0,1
0.58961182,1,0
0.287753622,0,1
0.649608312,1,0
0.88186055,0,1
0.271839732,0,1
0.900995591,0,1
0.036760875,0,0
0.793684315,1,1
0.236983943,0,0
0.848684149,0,1
0.121112483,0,0
0.01609593,0,0
0.880537915,0,1
0.31475013,0,1
0.629441053,1,0
0.184734542,0,0
0.684323474,1,0
0.790601828,1,1
0.663393693,1,0
0.201604447,0,0
0.040519329,0,0
0.537860034,1,0
0.663304481,1,0
0.068312746,0,0
0.757377405,1,1
0.555745743,1,0
0.855578756,0,1
0.861303799,0,1
0.76406711,1,1
0.912036835,0,1
0.182514914,0,0
0.965165915,0,1
0.932161883,0,1
0.873069998,0,1
0.694079859,1,0
0.906772085,0,1
0.407391927,0,1
0.70342866,1,0
0.593960998,1,0
0.737765433,1,0
0.11670533,0,0
0.69358537,1,0
0.313583802,0,1
0.231502948,0,0
0.168017474,0,0
0.022449344,0,0
0.818017446,0,1
0.401426103,0,1
0.440420843,0,1
0.794411819,1,1
0.368496547,0,1
0.762175565,1,1
0.634245455,1,0
0.643483615,1,0
0.031361735,0,0
0.07066906,0,0
0.518775832,1,0
0.625835074,1,0
0.520572,1,0
0.775722389,1,1
0.045337276,0,0
0.406877157,0,1
0.066931296,0,0
0.167997192,0,0
0.470810154,0,1
0.510763806,1,0
0.229988963,0,0
0.94689125,0,1
0.94856484,0,1
0.914405054,0,1
0.312970258,0,1
0.205281646,0,0
0.713537274,1,0
0.099147678,0,0
0.673360954,1,0
0.846523028,0,1
0.537084637,1,0
0.931888691,0,1
0.785898464,1,1
0.044877144,0,0
0.973627735,0,1
0.884137847,0,1
0.624375414,1,0
0.183068213,0,0
0.540346044,1,0
0.162226903,0,0
0.225622295,0,0
0.696373171,1,0
0.546094114,1,0
0.571653115,1,0
0.621170185,1,0
0.983538011,0,1
0.229589925,0,0
0.78391912,1,1
0.073415861,0,0
0.048849553,0,0
0.275791714,0,1
0.15906175,0,0
0.31650122,0,1
0.550943527,1,0
0.471333783,0,1
0.170538282,0,0
0.330076885,0,1
0.20023428,0,0
0.991423374,0,1
0.084426954,0,0
0.476517582,0,1
0.029668817,0,0
0.380458065,0,1
0.909969959,0,1
0.469262602,0,1
0.12018804,0,0
0.950318948,0,1
0.282639418,0,1
0.81547283,0,1
0.069226639,0,0
0.048106948,0,0
0.846360317,0,1
0.869918915,0,1
0.149045568,0,0
0.183808555,0,0
0.221982611,0,0
0.404065604,0,1
0.285851982,0,1
0.553517318,1,0
0.257348198,0,1
0.205809815,0,0
0.809897821,0,1
0.658958148,1,0
0.80742842,0,1
0.536010893,1,0
0.159568837,0,0
0.742610786,1,0
0.996271418,0,1
0.139405874,0,0
0.286575355,0,1
0.933549019,0,1
0.900099567,0,1
0.783454273,1,1
0.235466953,0,0
0.964938313,0,1
0.474626676,0,1
0.518814591,1,0
0.308110721,0,1
0.750681122,1,1
0.173918612,0,0
0.670606876,1,0
0.327011551,0,1
0.70799744,1,0
0.586951495,1,0
0.218651203,0,0
0.603736701,1,0
0.698835757,1,0
0.005562884,0,0
0.833543017,0,1
0.18887128,0,0
0.176439123,0,0
0.545335395,1,0
0.991740071,0,1
0.966011951,0,1
0.262254228,0,1
0.889313073,0,1
0.0274258,0,0
0.568908926,1,0
0.930926896,0,1
0.459953122,0,1
0.970528537,0,1
0.454656182,0,1
0.976128256,0,1
0.11347995,0,0
0.650649095,1,0
0.922547913,0,1
0.013919103,0,0
0.786353562,1,1
0.764907163,1,1
0.601247888,1,0
0.556956032,1,0
0.646271524,1,0
0.424997769,0,1
0.07379581,0,0
0.059970419,0,0
0.572626341,1,0
0.364420419,0,1
0.301518548,0,1
0.843726726,0,1
0.488144137,0,1
0.353962089,0,1
0.688335466,1,0
0.40286112,0,1
0.370576475,0,1
0.890465303,0,1
0.469152591,0,1
0.751673556,1,1
0.179629892,0,0
0.686424992,1,0
0.296423774,0,1
0.448844318,0,1
0.497740663,0,1
0.673745636,1,0
0.285973663,0,1
0.163796397,0,0
0.184987532,0,0
0.671277493,1,0
0.220911288,0,0
0.991514008,0,1
0.078934325,0,0
0.681126602,1,0
0.036838806,0,0
0.009047708,0,0
0.799690427,1,1
0.191618173,0,0
0.577841765,1,0
0.501743329,1,0
0.969060594,0,1
0.505721728,1,0
0.254135563,0,1
0.68230103,1,0
0.064746511,0,0
0.042198034,0,0
0.829705238,0,1
0.413733891,0,1
0.20504955,0,0
0.359129281,0,1
0.126316606,0,0
0.423038392,0,1
0.870087775,0,1
0.102740902,0,0
0.094279531,0,0
0.358621144,0,1
0.823173808,0,1
0.096550735,0,0
0.554911142,1,0
0.439776957,0,1
0.408205084,0,1
0.255984017,0,1
0.386735785,0,1
0.491145503,0,1
0.011001954,0,0
0.997009246,0,1
0.448682732,0,1
0.959826171,0,1
0.890084253,0,1
0.107337827,0,0
0.90677395,0,1
0.176268386,0,0
0.094989512,0,0
0.080551179,0,0
0.819612993,0,1
0.79898052,1,1
0.602430457,1,0
0.276273772,0,1
0.757396605,1,1
0.651752564,1,0
0.383758618,0,1
0.848629046,0,1
0.028292717,0,0
0.808916513,0,1
0.782961964,1,1
0.379678251,0,1
0.145816064,0,0
0.887575705,0,1
0.302567002,0,1
0.697867509,1,0
0.043692275,0,0
0.068484217,0,0
0.106170299,0,0
0.355047646,0,1
0.706544666,1,0
0.522968744,1,0
0.409135104,0,1
0.105193737,0,0
0.290530386,0,1
0.470282071,0,1
0.311321094,0,1
0.18544945,0,0
0.082344533,0,0
0.951581739,0,1
0.002654213,0,0
0.448356395,0,1
0.250496377,0,1
0.274588427,0,1
0.680852657,1,0
0.437934374,0,1
0.474790233,0,1
0.982894357,0,1
0.670331831,1,0
0.740238186,1,0
0.25964437,0,1
0.061600116,0,0
0.890283823,0,1
0.067527462,0,0
0.009909168,0,0
0.62414114,1,0
0.619780882,1,0
0.212901034,0,0
0.128365262,0,0
0.907231933,0,1
0.324928864,0,1
0.797916756,1,1
0.019037124,0,0
0.054836949,0,0
0.370016579,0,1
0.982606159,0,1
0.443076332,0,1
0.921061756,0,1
0.348605918,0,1
0.521434488,1,0
0.104472011,0,0
0.0747558,0,0
0.725747521,1,0
0.999760173,0,1
0.451603442,0,1
0.547080644,1,0
0.395690591,0,1
0.284519571,0,1
0.922870916,0,1
0.862244338,0,1
0.465839302,0,1
0.374434881,0,1
0.750152895,1,1
0.417411931,0,1
0.670157585,1,0
0.03749613,0,0
0.078889665,0,0
0.537256147,1,0
0.684500483,1,0
0.500535494,1,0
0.009778618,0,0
0.858121381,0,1
0.61592743,1,0
0.040052819,0,0
0.443700685,0,1
0.88307708,0,1
0.53457914,1,0
0.380533186,0,1
0.072534155,0,0
0.648475812,1,0
0.859695395,0,1
0.293337078,0,1
0.393527179,0,1
0.911907387,0,1
0.801648813,0,1
0.66092988,1,0
0.079167504,0,0
0.307922273,0,1
0.905685915,0,1
0.103397996,0,0
0.685467207,1,0
0.054186966,0,0
0.90676454,0,1
0.523737027,1,0
0.009093465,0,0
0.073255371,0,0
0.586158757,1,0
0.141450151,0,0
0.259453483,0,1
0.696377246,1,0
0.739657961,1,0
0.935847024,0,1
0.848260933,0,1
0.381257036,0,1
0.501042965,1,0
0.547307372,1,0
0.488856996,0,1
0.163312322,0,0
0.17174844,0,0
0.251028458,0,1
0.294874461,0,1
0.364867673,0,1
0.576246173,1,0
0.378961517,0,1
0.282170405,0,1
0.347913116,0,1
0.33380601,0,1
0.200633274,0,0
0.354998809,0,1
0.188874254,0,0
0.567940022,1,0
0.44201791,0,1
0.299530569,0,1
0.291519038,0,1
0.324760146,0,1
0.56369471,1,0
0.813566867,0,1
0.942008761,0,1
0.976972945,0,1
0.934318542,0,1
0.180270485,0,0
0.530922875,1,0
0.698404624,1,0
0.557772838,1,0
0.661414693,1,0
0.482888693,0,1
0.51561187,1,0
0.509034473,1,0
0.882437427,0,1
0.117721353,0,0
0.523074528,1,0
0.562346889,1,0
0.584358271,1,0
0.24709868,0,0
0.143567042,0,0
0.952202765,0,1
0.86618157,0,1
0.81342509,0,1
0.04701197,0,0
0.092131634,0,0
0.144369257,0,0
0.274448193,0,1
0.359021121,0,1
0.781970446,1,1
0.339887648,0,1
0.263037154,0,1
0.202767743,0,0
0.018706002,0,0
0.661476244,1,0
0.150743272,0,0
0.889156191,0,1
0.832171312,0,1
0.191172161,0,0
0.352793798,0,1
0.208930612,0,0
0.521972499,1,0
0.561242919,1,0
0.298560329,0,1
0.317153389,0,1
0.451389926,0,1
0.578225967,1,0
0.094581857,0,0
0.972661327,0,1
0.631431736,1,0
0.856361407,0,1
0.747425223,1,0
0.935372772,0,1
0.446881832,0,1
0.698609172,1,0
0.7900468,1,1
0.054795267,0,0
0.21162082,0,0
0.957322177,0,1
0.306327103,0,1
0.113145756,0,0
0.443769265,0,1
0.202678036,0,0
0.860311986,0,1
0.971731268,0,1
0.425770984,0,1
0.319654182,0,1
0.817646836,0,1
0.993042248,0,1
0.658723791,1,0
0.021794605,0,0
0.589331839,1,0
0.125262657,0,0
0.525756707,1,0
0.329245126,0,1
0.319683603,0,1
0.617934343,1,0
0.605988072,1,0
0.457807976,0,1
0.851552932,0,1
0.79153091,1,1
0.897106905,0,1
0.815013992,0,1
0.76276119,1,1
0.732610487,1,0
0.749437703,1,0
0.603245722,1,0
0.98998238,0,1
0.128555276,0,0
0.406640871,0,1
0.852780809,0,1
0.863453198,0,1
0.42685147,0,1
0.924217295,0,1
0.013448177,0,0
0.806493912,0,1
0.305879383,0,1
0.952527847,0,1
0.054961086,0,0
0.51922415,1,0
0.120574277,0,0
0.27183949,0,1
0.709174267,1,0
0.734284987,1,0
0.82791897,0,1
0.547536913,1,0
0.172511628,0,0
0.989732349,0,1
0.513970147,1,0
0.007133524,0,0
0.409989368,0,1
0.788541769,1,1
0.379282791,0,1
0.975893874,0,1
0.194994458,0,0
0.436350397,0,1
0.085733767,0,0
0.269421366,0,1
0.471762773,0,1
0.698084546,1,0
0.400346599,0,1
0.900525314,0,1
0.215133846,0,0
0.165189222,0,0
0.506212966,1,0
0.763534122,1,1
0.522267195,1,0
0.293473024,0,1
0.412830591,0,1
0.577831567,1,0
0.6547859,1,0
0.050087401,0,0
0.895289304,0,1
0.192453076,0,0
0.861524056,0,1
0.157414383,0,0
0.02468388,0,0
0.036197391,0,0
0.042380202,0,0
0.337136498,0,1
0.356054215,0,1
0.194185043,0,0
0.308873934,0,1
0.879702486,0,1
0.505893224,1,0
0.932875815,0,1
0.528229486,1,0
0.655043279,1,0
0.907782665,0,1
0.829697628,0,1
0.94243075,0,1
0.090324039,0,0
0.561571654,1,0
0.049097785,0,0
0.273210638,0,1
0.980374914,0,1
0.851347738,0,1
0.061103035,0,0
0.999303368,0,1
0.346104372,0,1
0.188725839,0,0
0.767408669,1,1
0.614610668,1,0
0.581537593,1,0
0.562963831,1,0
0.798814186,1,1
0.492139234,0,1
0.796898985,1,1
0.3474959,0,1
0.566766558,1,0
0.154159,0,0
0.152889942,0,0
0.06159363,0,0
0.296897502,0,1
0.648007173,1,0
0.6743058,1,0
0.528110909,1,0
0.681595741,1,0
0.098992462,0,0
0.027714881,0,0
0.723320139,1,0
0.95773669,0,1
0.019540191,0,0
0.036264102,0,0
0.071763819,0,0
0.727758131,1,0
0.049644556,0,0
0.645479642,1,0
0.566942304,1,0
0.337728762,0,1
0.951771597,0,1
0.574521771,1,0
0.243637434,0,0
0.546733923,1,0
0.116633746,0,0
0.673168427,1,0
0.773079821,1,1
0.634606011,1,0
0.902098915,0,1
0.52712551,1,0
0.52707941,1,0
0.437884007,0,1
0.61555222,1,0
0.916404274,0,1
0.06343,0,0
0.225520726,0,0
0.599167489,1,0
0.287094314,0,1
0.975457841,0,1
0.297430506,0,1
0.348733554,0,1
0.607159746,1,0
0.238555445,0,0
0.998756222,0,1
0.316594597,0,1
0.552518968,1,0
0.232871526,0,0
0.927679782,0,1
0.898438902,0,1
0.4375169,0,1
0.904219007,0,1
0.204328759,0,0
0.781710982,1,1
0.494889611,0,1
0.620578801,1,0
0.85511447,0,1
0.045828839,0,0
0.606661515,1,0
0.027234859,0,0
0.909970307,0,1
0.568741524,1,0
0.483992295,0,1
0.031835564,0,0
0.792196798,1,1
0.739494591,1,0
0.732272582,1,0
0.918324224,0,1
0.773626855,1,1
0.431338256,0,1
0.65075501,1,0
0.501757155,1,0
0.180239301,0,0
0.518816586,1,0
0.908243947,0,1
0.989905704,0,1
0.47846857,0,1
0.206254604,0,0
0.331262578,0,1
0.228147928,0,0
0.08635747,0,0
0.426393199,0,1
0.562668564,1,0
0.085686357,0,0
0.590484949,1,0
0.433555353,0,1
0.818178311,0,1
0.312026164,0,1
0.495271556,0,1
0.248796531,0,0
0.902124338,0,1
0.709488777,1,0
0.460869316,0,1
0.429140744,0,1
0.365376578,0,1
0.898471934,0,1
0.974969051,0,1
0.480536459,0,1
0.971459643,0,1
0.639302806,1,0
0.13206414,0,0
0.185610474,0,0
0.832255459,0,1
0.838366436,0,1
0.1652187,0,0
0.306946742,0,1
0.318475593,0,1
0.284280075,0,1
0.110759879,0,0
0.749987324,1,0
0.648562875,1,0
0.761980181,1,1
0.346910358,0,1
0.846365356,0,1
0.500357171,1,0
0.369753273,0,1
0.952422864,0,1
0.735680745,1,0
0.735568435,1,0
0.992122461,0,1
0.125780381,0,0
0.445667172,0,1
0.605937155,1,0
0.730283777,1,0
0.497717,0,1
0.997627703,0,1
0.794443906,1,1
0.902809046,0,1
0.156406021,0,0
0.327234909,0,1
0.247554442,0,0
0.338800171,0,1
0.959240441,0,1
0.745529619,1,0
0.844684076,0,1
0.731492447,1,0
0.305191349,0,1
0.512866238,1,0
0.662840401,1,0
0.807472394,0,1
0.192606301,0,0
0.680782025,1,0
0.217409119,0,0
0.505332739,1,0
0.238105692,0,0
0.411998892,0,1
0.334539075,0,1
0.432380495,0,1
0.914358543,0,1
0.289376873,0,1
0.864507034,0,1
0.185841443,0,0
0.926315488,0,1
0.420486996,0,1
0.821386486,0,1
0.027701559,0,0
0.864947442,0,1
0.831649057,0,1
0.642129586,1,0
0.797070379,1,1
0.686899414,1,0
0.576207107,1,0
0.170201455,0,0
0.442554179,0,1
0.599931781,1,0
0.254075755,0,1
0.17496798,0,0
0.416626175,0,1
0.818523142,0,1
0.380756471,0,1
0.090372042,0,0
0.12813973,0,0
0.363064591,0,1
0.239903822,0,0
0.949856458,0,1
0.828186213,0,1
0.651832101,1,0
0.533550668,1,0
0.895090222,0,1
0.176894592,0,0
0.21968603,0,0
0.958151401,0,1
0.13980709,0,0
0.119362965,0,0
0.823710521,0,1
0.415125887,0,1
0.351957087,0,1
0.633568587,1,0
0.19979277,0,0
0.813963063,0,1
0.580644256,1,0
0.003390949,0,0
0.371047906,0,1
0.722867825,1,0
0.745396803,1,0
0.121281956,0,0
0.646078088,1,0
0.51073724,1,0
0.975210284,0,1
0.215826991,0,0
0.80420015,0,1
0.125088745,0,0
0.741074255,1,0
0.161513749,0,0
0.646352984,1,0
0.040197212,0,0
0.880941949,0,1
0.331193172,0,1
0.099675881,0,0
0.044992491,0,0
0.406289266,0,1
0.603972852,1,0
0.469151175,0,1
0.166775863,0,0
0.364211628,0,1
0.397110127,0,1
0.24747661,0,0
0.044657755,0,0
0.127293458,0,0
0.3093358,0,1
0.440331319,0,1
0.052115428,0,0
0.124302244,0,0
0.329463914,0,1
0.247392084,0,0
0.668672931,1,0
0.048267689,0,0
0.910336971,0,1
0.265845519,0,1
0.429606633,0,1
0.761214292,1,1
0.053630517,0,0
0.020579112,0,0
0.208593832,0,0
0.771633001,1,1
0.582045681,1,0
0.68309053,1,0
0.279920526,0,1
0.456543177,0,1
0.238397497,0,0
0.158089898,0,0
0.480916878,0,1
0.291038346,0,1
0.642715854,1,0
0.396801992,0,1
0.003472668,0,0
0.439790802,0,1
0.288464709,0,1
0.251901148,0,1
0.362007038,0,1
0.081332076,0,0
0.514556508,1,0
0.908493769,0,1
0.470727781,0,1
0.157966406,0,0
0.817831827,0,1
0.510324876,1,0
0.800371181,0,1
0.439237778,0,1
0.904027305,0,1
0.9204201,0,1
0.999895673,0,1
0.501098183,1,0
0.943666111,0,1
0.741606117,1,0
0.18061719,0,0
0.427304941,0,1
0.927400816,0,1
0.913381128,0,1
0.061821567,0,0
0.045883385,0,0
0.862816674,0,1
0.31779792,0,1
0.304624288,0,1
0.086769447,0,0
0.606051625,1,0
0.6021361,1,0
0.550744172,1,0
0.995989694,0,1
0.793937419,1,1
0.25228244,0,1
0.669667401,1,0
0.880310699,0,1
0.775465008,1,1
0.413940926,0,1
0.145815448,0,0
0.292458456,0,1
0.062922744,0,0
0.900235796,0,1
0.234212312,0,0
0.966618036,0,1
0.858579429,0,1
0.324786013,0,1
0.441069533,0,1
0.332876953,0,1
0.061854739,0,0
0.397125583,0,1
0.305088941,0,1
0.44399355,0,1
0.765070594,1,1
0.377167293,0,1
0.094668585,0,0
0.593686346,1,0
0.732386661,1,0
0.549731029,1,0
0.210876314,0,0
0.689616104,1,0
0.200366076,0,0
0.252269181,0,1
0.516973945,1,0
0.837177293,0,1
0.480022737,0,1
0.674644682,1,0
0.51163702,1,0
0.987001177,0,1
0.322776336,0,1
0.739142617,1,0
0.710221503,1,0
0.831005503,0,1
0.583260337,1,0
0.674592366,1,0
0.316703577,0,1
0.20591252,0,0
0.82283647,0,1
0.347545566,0,1
0.548862743,1,0
0.347506048,0,1
0.71074321,1,0
0.315485439,0,1
0.127225103,0,0
0.50110557,1,0
0.636319783,1,0
0.991691204,0,1
0.937138065,0,1
0.633821595,1,0
0.947009165,0,1
0.90444697,0,1
0.888051402,0,1
0.781538454,1,1
0.300342544,0,1
0.918917688,0,1
0.70437296,1,0
0.42795067,0,1
0.488731868,0,1
0.388775147,0,1
0.325211137,0,1
0.269815593,0,1
0.876413061,0,1
0.369164625,0,1
0.780414884,1,1
0.839738933,0,1
0.365739715,0,1
0.266708587,0,1
0.271169494,0,1
0.41521332,0,1
0.873541933,0,1
0.424554845,0,1
0.425789082,0,1
0.41019368,0,1
0.868307747,0,1
0.346211456,0,1
0.693553258,1,0
0.143453518,0,0
0.829761227,0,1
0.624160364,1,0
0.183774572,0,0
0.768037703,1,1
0.647006021,1,0
0.395166122,0,1
0.107531691,0,0
0.171398337,0,0
0.693907993,1,0
0.036573514,0,0
0.011250861,0,0
0.467276727,0,1
0.698061602,1,0
0.843512665,0,1
0.221561074,0,0
0.479620213,0,1
0.517627576,1,0
0.157386888,0,0
0.442473749,0,1
0.821645543,0,1
0.339421177,0,1
0.056346318,0,0
0.637949116,1,0
0.660641567,1,0
0.236446369,0,0
0.050743572,0,0
0.442538028,0,1
0.894105664,0,1
0.461866047,0,1
0.397449038,0,1
0.114480299,0,0
0.886221465,0,1
0.571856829,1,0
0.775598892,1,1
0.418651805,0,1
0.792175982,1,1
0.7488074,1,0
0.792229227,1,1
0.556078848,1,0
0.239214612,0,0
0.312071443,0,1
0.743081689,1,0
0.088177009,0,0
0.679954045,1,0
0.477008463,0,1
0.49037527,0,1
0.889696294,0,1
0.064667851,0,0
0.035478736,0,0
0.843197888,0,1
0.551661942,1,0
0.216364454,0,0
0.536347784,1,0
0.130154583,0,0
0.34465513,0,1
0.909970892,0,1
0.845132144,0,1
0.357705531,0,1
0.249641914,0,0
0.10422193,0,0
0.784356599,1,1
0.605189937,1,0
0.643904881,1,0
0.670178728,1,0
0.96679629,0,1
0.137407653,0,0
0.030899681,0,0
0.79727993,1,1
0.07304236,0,0
0.903511546,0,1
0.874220505,0,1
0.33608837,0,1
0.016062093,0,0
0.361993995,0,1
0.85219437,0,1
0.81601709,0,1
0.862101813,0,1
0.781918903,1,1
0.744595698,1,0
0.173812028,0,0
0.200303009,0,0
0.448745338,0,1
0.688955011,1,0
0.527745032,1,0
0.043560541,0,0
0.502708459,1,0
0.157575707,0,0
0.59580042,1,0
0.061913885,0,0
0.809468211,0,1
0.10549517,0,0
0.460394202,0,1
0.810484476,0,1
0.592164172,1,0
0.390332285,0,1
0.313523428,0,1
0.601026067,1,0
0.648104847,1,0
0.987090345,0,1
0.379710836,0,1
0.798829268,1,1
0.763131905,1,1
0.36486953,0,1
0.153543604,0,0
0.376307992,0,1
0.833483174,0,1
0.216547437,0,0
0.767071911,1,1
0.215186077,0,0
0.091901079,0,0
0.90874415,0,1
0.320813549,0,1
0.499123738,0,1
0.30295546,0,1
0.938130328,0,1
0.931179407,0,1
0.470540248,0,1
0.292413297,0,1
0.913660416,0,1
0.057219071,0,0
0.54007272,1,0
0.621922648,1,0
0.636146582,1,0
0.419646732,0,1
0.325273254,0,1
0.332390781,0,1
0.760429291,1,1
0.646386244,1,0
0.421816922,0,1
0.900079877,0,1
0.756753175,1,1
0.1440153,0,0
0.767434892,1,1
0.437602162,0,1
0.530487606,1,0
0.636991706,1,0
0.084031269,0,0
0.631487935,1,0
0.760627996,1,1
0.259409063,0,1
0.198915373,0,0
0.908358457,0,1
0.743782034,1,0
0.172708067,0,0
0.529892558,1,0
0.230186305,0,0
0.630975364,1,0
0.443647472,0,1
0.918539857,0,1
0.134199941,0,0
0.410525209,0,1
0.188896651,0,0
0.354756201,0,1
0.362339183,0,1
0.464991341,0,1
0.107444393,0,0
0.186248859,0,0
0.102329191,0,0
0.682207925,1,0
0.065960129,0,0
0.170625425,0,0
0.802697211,0,1
0.039290373,0,0
0.866780748,0,1
0.24221158,0,0
0.798119471,1,1
0.964483108,0,1
0.296071406,0,1
0.051368775,0,0
0.937103608,0,1
0.199219103,0,0
0.333801866,0,1
0.786831698,1,1
0.681390521,1,0
0.729210315,1,0
0.380943992,0,1
0.973252941,0,1
0.557022557,1,0
0.749614684,1,0
0.329605939,0,1
0.033000675,0,0
0.730875307,1,0
0.063074658,0,0
0.091511827,0,0
